"actor_imdb_id","actor_name","production_imdb_id","production_title","character"
"nm0702841","Ke Huy Quan","tt6710474","Everything Everywhere All at Once","Waymond Wang"
"nm0393222","James Hong","tt6710474","Everything Everywhere All at Once","Gong Gong"
"nm0000130","Jamie Lee Curtis","tt6710474","Everything Everywhere All at Once","Deirdre Beaubeirdre"
"nm0413168","Hugh Jackman","tt0120903","X-Men","Logan / Wolverine"
"nm0001772","Patrick Stewart","tt0120903","X-Men","Xavier"
"nm0005212","Ian McKellen","tt0120903","X-Men","Magneto"
"nm0000463","Famke Janssen","tt0120903","X-Men","Jean Grey"
"nm0005188","James Marsden","tt0120903","X-Men","Cyclops"
"nm0000932","Halle Berry","tt0120903","X-Men","Storm"
"nm0001593","Anna Paquin","tt0120903","X-Men","Rogue"
"nm0005381","Rebecca Romijn","tt0120903","X-Men","Mystique"
"nm0001772","Patrick Stewart","tt0290334","X2","Professor Charles Xavier"
"nm0413168","Hugh Jackman","tt0290334","X2","Logan / Wolverine"
"nm0004051","Brian Cox","tt0290334","X2","William Stryker"
"nm0005212","Ian McKellen","tt0290334","X2","Eric Lehnsherr / Magneto"
"nm0000463","Famke Janssen","tt0290334","X2","Jean Grey"
"nm0000932","Halle Berry","tt0290334","X2","Ororo Munroe / Storm"
"nm0005188","James Marsden","tt0290334","X2","Scott Summers / Cyclops"
"nm0001086","Alan Cumming","tt0290334","X2","Kurt Wagner / Nightcrawler"
"nm0005381","Rebecca Romijn","tt0290334","X2","Raven Darkholme / Mystique"
"nm0001593","Anna Paquin","tt0290334","X2","Rogue"
"nm0413168","Hugh Jackman","tt0376994","X-Men: The Last Stand","Logan / Wolverine"
"nm0001772","Patrick Stewart","tt0376994","X-Men: The Last Stand","Professor Charles Xavier"
"nm0005212","Ian McKellen","tt0376994","X-Men: The Last Stand","Erik Lehnsherr / Magneto"
"nm0000463","Famke Janssen","tt0376994","X-Men: The Last Stand","Jean Grey / Phoenix"
"nm0000932","Halle Berry","tt0376994","X-Men: The Last Stand","Ororo Munroe / Storm"
"nm0001288","Kelsey Grammer","tt0376994","X-Men: The Last Stand","Dr. Henry 'Hank' McCoy / Beast"
"nm0039162","Shawn Ashmore","tt0376994","X-Men: The Last Stand","Bobby Drake / Iceman"
"nm0001593","Anna Paquin","tt0376994","X-Men: The Last Stand","Marie / Rogue"
"nm0005381","Rebecca Romijn","tt0376994","X-Men: The Last Stand","Raven Darkholme / Mystique"
"nm0413168","Hugh Jackman","tt0458525","X-Men Origins: Wolverine","Logan / Wolverine"
"nm0000630","Liev Schreiber","tt0458525","X-Men Origins: Wolverine","Victor Creed"
"nm0396812","Danny Huston","tt0458525","X-Men Origins: Wolverine","Stryker"
"nm1211488","Lynn Collins","tt0458525","X-Men Origins: Wolverine","Kayla Silverfox"
"nm0243806","Kevin Durand","tt0458525","X-Men Origins: Wolverine","Fred Dukes"
"nm0597480","Dominic Monaghan","tt0458525","X-Men Origins: Wolverine","Bradley"
"nm0005351","Ryan Reynolds","tt0458525","X-Men Origins: Wolverine","Wade Wilson"
"nm0413168","Hugh Jackman","tt1430132","The Wolverine","Logan / Wolverine"
"nm0760796","Hiroyuki Sanada","tt1430132","The Wolverine","Shingen Harada / Lord Shingen"
"nm5148840","Tao Okamoto","tt1430132","The Wolverine","Mariko Yashida / Scarlet Samurai"
"nm3822462","Rila Fukushima","tt1430132","The Wolverine","Yukio / Pinkie Pie"
"nm0000463","Famke Janssen","tt1430132","The Wolverine","Jean Grey / Phoenix"
"nm0413168","Hugh Jackman","tt3315342","Logan","Logan / X-24"
"nm6748436","Dafne Keen","tt3315342","Logan","Laura"
"nm0001772","Patrick Stewart","tt3315342","Logan","Charles"
"nm0735300","Elizabeth Rodriguez","tt3315342","Logan","Gabriela"
"nm2933542","Boyd Holbrook","tt3315342","Logan","Pierce"
"nm0580351","Stephen Merchant","tt3315342","Logan","Caliban"
"nm0005351","Ryan Reynolds","tt1431045","Deadpool","Wade Wilson / Deadpool"
"nm1072555","Morena Baccarin","tt1431045","Deadpool","Vanessa"
"nm4534098","Ed Skrein","tt1431045","Deadpool","Ajax"
"nm2554352","T.J. Miller","tt1431045","Deadpool","Weasel"
"nm2442289","Gina Carano","tt1431045","Deadpool","Angel Dust"
"nm0005351","Ryan Reynolds","tt5463162","Deadpool 2","Wade Wilson / Deadpool / Juggernaut (voice)"
"nm0000982","Josh Brolin","tt5463162","Deadpool 2","Cable"
"nm1072555","Morena Baccarin","tt5463162","Deadpool 2","Vanessa"
"nm5421877","Julian Dennison","tt5463162","Deadpool 2","Firefist"
"nm5939164","Zazie Beetz","tt5463162","Deadpool 2","Domino"
"nm0005351","Ryan Reynolds","tt6263850","Deadpool & Wolverine","Wade Wilson / Deadpool / Nicepool"
"nm0413168","Hugh Jackman","tt6263850","Deadpool & Wolverine","Logan / Wolverine"
"nm10128408","Emma Corrin","tt6263850","Deadpool & Wolverine","Cassandra Nova"
"nm0532193","Matthew Macfadyen","tt6263850","Deadpool & Wolverine","Mr. Paradox"
"nm6748436","Dafne Keen","tt6263850","Deadpool & Wolverine","Laura / X-23"
"nm0269463","Jon Favreau","tt6263850","Deadpool & Wolverine","Happy Hogan"
"nm0000648","Wesley Snipes","tt6263850","Deadpool & Wolverine","Blade"
"nm1475594","Channing Tatum","tt6263850","Deadpool & Wolverine","Gambit"
"nm0262635","Chris Evans","tt6263850","Deadpool & Wolverine","Johnny Storm"
"nm0147147","Henry Cavill","tt6263850","Deadpool & Wolverine","The Cavillrine"
"nm0000375","Robert Downey Jr.","tt0848228","The Avengers","Tony Stark / Iron Man"
"nm0262635","Chris Evans","tt0848228","The Avengers","Steve Rogers / Captain America"
"nm0749263","Mark Ruffalo","tt0848228","The Avengers","Bruce Banner / The Hulk"
"nm1165110","Chris Hemsworth","tt0848228","The Avengers","Thor"
"nm0424060","Scarlett Johansson","tt0848228","The Avengers","Natasha Romanoff / Black Widow"
"nm0719637","Jeremy Renner","tt0848228","The Avengers","Clint Barton / Hawkeye"
"nm1089991","Tom Hiddleston","tt0848228","The Avengers","Loki"
"nm0000168","Samuel L. Jackson","tt0848228","The Avengers","Nick Fury"
"nm0000569","Gwyneth Paltrow","tt0848228","The Avengers","Pepper Potts"
"nm0079273","Paul Bettany","tt0848228","The Avengers","Jarvis (voice)"
"nm0000375","Robert Downey Jr.","tt2395427","Avengers: Age of Ultron","Tony Stark / Iron Man"
"nm1165110","Chris Hemsworth","tt2395427","Avengers: Age of Ultron","Thor"
"nm0749263","Mark Ruffalo","tt2395427","Avengers: Age of Ultron","Bruce Banner / Hulk"
"nm0262635","Chris Evans","tt2395427","Avengers: Age of Ultron","Steve Rogers / Captain America"
"nm0424060","Scarlett Johansson","tt2395427","Avengers: Age of Ultron","Natasha Romanoff / Black Widow"
"nm0719637","Jeremy Renner","tt2395427","Avengers: Age of Ultron","Clint Barton / Hawkeye"
"nm0000168","Samuel L. Jackson","tt2395427","Avengers: Age of Ultron","Nick Fury"
"nm0000332","Don Cheadle","tt2395427","Avengers: Age of Ultron","James Rhodes / War Machine"
"nm0079273","Paul Bettany","tt2395427","Avengers: Age of Ultron","Jarvis / Vision"
"nm0252961","Idris Elba","tt2395427","Avengers: Age of Ultron","Heimdall"
"nm0785227","Andy Serkis","tt2395427","Avengers: Age of Ultron","Ulysses Klaue"
"nm0000375","Robert Downey Jr.","tt4154756","Avengers: Infinity War","Tony Stark / Iron Man"
"nm0262635","Chris Evans","tt4154756","Avengers: Infinity War","Steve Rogers / Captain America"
"nm1165110","Chris Hemsworth","tt4154756","Avengers: Infinity War","Thor"
"nm0000982","Josh Brolin","tt4154756","Avengers: Infinity War","Thanos"
"nm0749263","Mark Ruffalo","tt4154756","Avengers: Infinity War","Bruce Banner / Hulk"
"nm0424060","Scarlett Johansson","tt4154756","Avengers: Infinity War","Natasha Romanoff / Black Widow"
"nm0000332","Don Cheadle","tt4154756","Avengers: Infinity War","James Rhodes / War Machine"
"nm1212722","Benedict Cumberbatch","tt4154756","Avengers: Infinity War","Doctor Strange"
"nm4043618","Tom Holland","tt4154756","Avengers: Infinity War","Peter Parker / Spider-Man"
"nm1569276","Chadwick Boseman","tt4154756","Avengers: Infinity War","T'Challa / Black Panther"
"nm0757855","Zoe Saldaña","tt4154756","Avengers: Infinity War","Gamora"
"nm2394794","Karen Gillan","tt4154756","Avengers: Infinity War","Nebula"
"nm1089991","Tom Hiddleston","tt4154756","Avengers: Infinity War","Loki"
"nm0079273","Paul Bettany","tt4154756","Avengers: Infinity War","Vision"
"nm0252961","Idris Elba","tt4154756","Avengers: Infinity War","Heimdall"
"nm0004874","Vin Diesel","tt4154756","Avengers: Infinity War","Groot (voice)"
"nm0177896","Bradley Cooper","tt4154756","Avengers: Infinity War","Rocket (voice)"
"nm0695435","Chris Pratt","tt4154756","Avengers: Infinity War","Peter Quill / Star-Lord"
"nm0000569","Gwyneth Paltrow","tt4154756","Avengers: Infinity War","Pepper Potts"
"nm0001125","Benicio del Toro","tt4154756","Avengers: Infinity War","The Collector"
"nm0000375","Robert Downey Jr.","tt4154796","Avengers: Endgame","Tony Stark / Iron Man"
"nm0262635","Chris Evans","tt4154796","Avengers: Endgame","Steve Rogers / Captain America"
"nm0749263","Mark Ruffalo","tt4154796","Avengers: Endgame","Bruce Banner / Hulk"
"nm1165110","Chris Hemsworth","tt4154796","Avengers: Endgame","Thor"
"nm0424060","Scarlett Johansson","tt4154796","Avengers: Endgame","Natasha Romanoff / Black Widow"
"nm0719637","Jeremy Renner","tt4154796","Avengers: Endgame","Clint Barton / Hawkeye"
"nm0000982","Josh Brolin","tt4154796","Avengers: Endgame","Thanos"
"nm0000332","Don Cheadle","tt4154796","Avengers: Endgame","James Rhodes / War Machine"
"nm0748620","Paul Rudd","tt4154796","Avengers: Endgame","Scott Lang / Ant-Man"
"nm1212722","Benedict Cumberbatch","tt4154796","Avengers: Endgame","Doctor Strange"
"nm1569276","Chadwick Boseman","tt4154796","Avengers: Endgame","T'Challa / Black Panther"
"nm0488953","Brie Larson","tt4154796","Avengers: Endgame","Carol Danvers / Captain Marvel"
"nm4043618","Tom Holland","tt4154796","Avengers: Endgame","Peter Parker / Spider-Man"
"nm2394794","Karen Gillan","tt4154796","Avengers: Endgame","Nebula"
"nm0757855","Zoe Saldaña","tt4154796","Avengers: Endgame","Gamora"
"nm1431940","Evangeline Lilly","tt4154796","Avengers: Endgame","Hope Van Dyne / Wasp"
"nm1089991","Tom Hiddleston","tt4154796","Avengers: Endgame","Loki"
"nm0000375","Robert Downey Jr.","tt0371746","Iron Man","Tony Stark"
"nm0005024","Terrence Howard","tt0371746","Iron Man","Rhodey"
"nm0000313","Jeff Bridges","tt0371746","Iron Man","Obadiah Stane"
"nm0000569","Gwyneth Paltrow","tt0371746","Iron Man","Pepper Potts"
"nm0004753","Leslie Bibb","tt0371746","Iron Man","Christine Everhart"
"nm0163988","Clark Gregg","tt0371746","Iron Man","Agent Coulson"
"nm0079273","Paul Bettany","tt0371746","Iron Man","Jarvis (voice)"
"nm0001570","Edward Norton","tt0800080","The Incredible Hulk","Bruce Banner"
"nm0000239","Liv Tyler","tt0800080","The Incredible Hulk","Betty Ross"
"nm0000619","Tim Roth","tt0800080","The Incredible Hulk","Emil Blonsky"
"nm0000458","William Hurt","tt0800080","The Incredible Hulk","General 'Thunderbolt' Ross"
"nm0084642","Bill Bixby","tt0800080","The Incredible Hulk","Tom Corbett (archive footage) (uncredited)"
"nm3349620","John Campea","tt0800080","The Incredible Hulk","Extra (uncredited)"
"nm0000375","Robert Downey Jr.","tt1228705","Iron Man 2","Tony Stark"
"nm0000569","Gwyneth Paltrow","tt1228705","Iron Man 2","Pepper Potts"
"nm0000332","Don Cheadle","tt1228705","Iron Man 2","Lt. Col. James 'Rhodey' Rhodes"
"nm0424060","Scarlett Johansson","tt1228705","Iron Man 2","Natalie Rushman / Natasha Romanoff"
"nm0000168","Samuel L. Jackson","tt1228705","Iron Man 2","Nick Fury"
"nm0163988","Clark Gregg","tt1228705","Iron Man 2","Agent Coulson"
"nm0079273","Paul Bettany","tt1228705","Iron Man 2","Jarvis (voice)"
"nm1165110","Chris Hemsworth","tt0800369","Thor","Thor"
"nm0000204","Natalie Portman","tt0800369","Thor","Jane Foster"
"nm1089991","Tom Hiddleston","tt0800369","Thor","Loki"
"nm0000164","Anthony Hopkins","tt0800369","Thor","Odin"
"nm0001745","Stellan Skarsgård","tt0800369","Thor","Erik Selvig"
"nm0993507","Kat Dennings","tt0800369","Thor","Darcy Lewis"
"nm0163988","Clark Gregg","tt0800369","Thor","Agent Coulson"
"nm0252961","Idris Elba","tt0800369","Thor","Heimdall"
"nm0262635","Chris Evans","tt0458339","Captain America: The First Avenger","Captain America / Steve Rogers"
"nm2017943","Hayley Atwell","tt0458339","Captain America: The First Avenger","Peggy Carter"
"nm1659221","Sebastian Stan","tt0458339","Captain America: The First Avenger","James Buchanan 'Bucky' Barnes"
"nm0000169","Tommy Lee Jones","tt0458339","Captain America: The First Avenger","Colonel Chester Phillips"
"nm0915989","Hugo Weaving","tt0458339","Captain America: The First Avenger","Johann Schmidt / Red Skull"
"nm0000168","Samuel L. Jackson","tt0458339","Captain America: The First Avenger","Nick Fury"
"nm0000375","Robert Downey Jr.","tt1300854","Iron Man 3","Tony Stark"
"nm0000569","Gwyneth Paltrow","tt1300854","Iron Man 3","Pepper Potts"
"nm0000332","Don Cheadle","tt1300854","Iron Man 3","Colonel James Rhodes"
"nm0001602","Guy Pearce","tt1300854","Iron Man 3","Aldrich Killian"
"nm0356017","Rebecca Hall","tt1300854","Iron Man 3","Maya Hansen"
"nm0001426","Ben Kingsley","tt1300854","Iron Man 3","Trevor Slattery"
"nm0079273","Paul Bettany","tt1300854","Iron Man 3","Jarvis (voice)"
"nm1165110","Chris Hemsworth","tt1981115","Thor: The Dark World","Thor"
"nm0000204","Natalie Portman","tt1981115","Thor: The Dark World","Jane Foster"
"nm1089991","Tom Hiddleston","tt1981115","Thor: The Dark World","Loki"
"nm0001172","Christopher Eccleston","tt1981115","Thor: The Dark World","Malekith"
"nm0000164","Anthony Hopkins","tt1981115","Thor: The Dark World","Odin"
"nm0252961","Idris Elba","tt1981115","Thor: The Dark World","Heimdall"
"nm0993507","Kat Dennings","tt1981115","Thor: The Dark World","Darcy Lewis"
"nm0001745","Stellan Skarsgård","tt1981115","Thor: The Dark World","Erik Selvig"
"nm0262635","Chris Evans","tt1843866","Captain America: The Winter Soldier","Steve Rogers / Captain America"
"nm0000168","Samuel L. Jackson","tt1843866","Captain America: The Winter Soldier","Nick Fury"
"nm0424060","Scarlett Johansson","tt1843866","Captain America: The Winter Soldier","Natasha Romanoff / Black Widow"
"nm0000602","Robert Redford","tt1843866","Captain America: The Winter Soldier","Alexander Pierce"
"nm1659221","Sebastian Stan","tt1843866","Captain America: The Winter Soldier","Bucky Barnes / Winter Soldier"
"nm1107001","Anthony Mackie","tt1843866","Captain America: The Winter Soldier","Sam Wilson / Falcon"
"nm1130627","Cobie Smulders","tt1843866","Captain America: The Winter Soldier","Maria Hill"
"nm0695435","Chris Pratt","tt2015381","Guardians of the Galaxy","Peter Quill"
"nm0757855","Zoe Saldaña","tt2015381","Guardians of the Galaxy","Gamora"
"nm1176985","Dave Bautista","tt2015381","Guardians of the Galaxy","Drax"
"nm0004874","Vin Diesel","tt2015381","Guardians of the Galaxy","Groot (voice)"
"nm0177896","Bradley Cooper","tt2015381","Guardians of the Galaxy","Rocket (voice)"
"nm0000604","John C. Reilly","tt2015381","Guardians of the Galaxy","Corpsman Dey"
"nm0000335","Glenn Close","tt2015381","Guardians of the Galaxy","Nova Prime"
"nm0001125","Benicio del Toro","tt2015381","Guardians of the Galaxy","The Collector"
"nm0748620","Paul Rudd","tt0478970","Ant-Man","Scott Lang / Ant-Man"
"nm0000140","Michael Douglas","tt0478970","Ant-Man","Dr. Hank Pym"
"nm1431940","Evangeline Lilly","tt0478970","Ant-Man","Hope van Dyne"
"nm1015684","Corey Stoll","tt0478970","Ant-Man","Darren Cross / Yellowjacket"
"nm0262635","Chris Evans","tt3498820","Captain America: Civil War","Steve Rogers / Captain America"
"nm0000375","Robert Downey Jr.","tt3498820","Captain America: Civil War","Tony Stark / Iron Man"
"nm0424060","Scarlett Johansson","tt3498820","Captain America: Civil War","Natasha Romanoff / Black Widow"
"nm1659221","Sebastian Stan","tt3498820","Captain America: Civil War","Bucky Barnes / Winter Soldier"
"nm1107001","Anthony Mackie","tt3498820","Captain America: Civil War","Sam Wilson / Falcon"
"nm0000332","Don Cheadle","tt3498820","Captain America: Civil War","Lieutenant James Rhodes / War Machine"
"nm0719637","Jeremy Renner","tt3498820","Captain America: Civil War","Clint Barton / Hawkeye"
"nm1569276","Chadwick Boseman","tt3498820","Captain America: Civil War","T'Challa / Black Panther"
"nm0079273","Paul Bettany","tt3498820","Captain America: Civil War","Vision"
"nm0748620","Paul Rudd","tt3498820","Captain America: Civil War","Scott Lang / Ant-Man"
"nm4043618","Tom Holland","tt3498820","Captain America: Civil War","Peter Parker / Spider-Man"
"nm1212722","Benedict Cumberbatch","tt1211837","Doctor Strange","Dr. Stephen Strange"
"nm0252230","Chiwetel Ejiofor","tt1211837","Doctor Strange","Mordo"
"nm1046097","Rachel McAdams","tt1211837","Doctor Strange","Dr. Christine Palmer"
"nm0938950","Benedict Wong","tt1211837","Doctor Strange","Wong"
"nm0586568","Mads Mikkelsen","tt1211837","Doctor Strange","Kaecilius"
"nm0842770","Tilda Swinton","tt1211837","Doctor Strange","The Ancient One"
"nm0695435","Chris Pratt","tt3896198","Guardians of the Galaxy Vol. 2","Peter Quill / Star-Lord"
"nm0757855","Zoe Saldaña","tt3896198","Guardians of the Galaxy Vol. 2","Gamora"
"nm1176985","Dave Bautista","tt3896198","Guardians of the Galaxy Vol. 2","Drax"
"nm0004874","Vin Diesel","tt3896198","Guardians of the Galaxy Vol. 2","Baby Groot (voice)"
"nm0177896","Bradley Cooper","tt3896198","Guardians of the Galaxy Vol. 2","Rocket (voice)"
"nm0000621","Kurt Russell","tt3896198","Guardians of the Galaxy Vol. 2","Ego"
"nm0000230","Sylvester Stallone","tt3896198","Guardians of the Galaxy Vol. 2","Stakar Ogord"
"nm4043618","Tom Holland","tt2250912","Spider-Man: Homecoming","Peter Parker / Spider-Man"
"nm0000474","Michael Keaton","tt2250912","Spider-Man: Homecoming","Adrian Toomes / Vulture"
"nm0000375","Robert Downey Jr.","tt2250912","Spider-Man: Homecoming","Tony Stark / Iron Man"
"nm0000673","Marisa Tomei","tt2250912","Spider-Man: Homecoming","May Parker"
"nm0000569","Gwyneth Paltrow","tt2250912","Spider-Man: Homecoming","Pepper Potts"
"nm1569276","Chadwick Boseman","tt1825683","Black Panther","T'Challa / Black Panther"
"nm0430107","Michael B. Jordan","tt1825683","Black Panther","Erik Killmonger"
"nm2143282","Lupita Nyong'o","tt1825683","Black Panther","Nakia"
"nm1775091","Danai Gurira","tt1825683","Black Panther","Okoye"
"nm0293509","Martin Freeman","tt1825683","Black Panther","Everett K. Ross"
"nm0001845","Forest Whitaker","tt1825683","Black Panther","Zuri"
"nm0785227","Andy Serkis","tt1825683","Black Panther","Ulysses Klaue"
"nm1165110","Chris Hemsworth","tt3501632","Thor: Ragnarok","Thor"
"nm0749263","Mark Ruffalo","tt3501632","Thor: Ragnarok","Bruce Banner / Hulk"
"nm1089991","Tom Hiddleston","tt3501632","Thor: Ragnarok","Loki"
"nm0000949","Cate Blanchett","tt3501632","Thor: Ragnarok","Hela"
"nm0252961","Idris Elba","tt3501632","Thor: Ragnarok","Heimdall"
"nm0000156","Jeff Goldblum","tt3501632","Thor: Ragnarok","Grandmaster"
"nm1935086","Tessa Thompson","tt3501632","Thor: Ragnarok","Valkyrie"
"nm0881631","Karl Urban","tt3501632","Thor: Ragnarok","Skurge"
"nm0000164","Anthony Hopkins","tt3501632","Thor: Ragnarok","Odin"
"nm1212722","Benedict Cumberbatch","tt3501632","Thor: Ragnarok","Doctor Strange"
"nm0748620","Paul Rudd","tt5095030","Ant-Man and the Wasp","Scott Lang / Ant-Man"
"nm1431940","Evangeline Lilly","tt5095030","Ant-Man and the Wasp","Hope Van Dyne / Wasp"
"nm0000140","Michael Douglas","tt5095030","Ant-Man and the Wasp","Dr. Hank Pym"
"nm4789912","Hannah John-Kamen","tt5095030","Ant-Man and the Wasp","Ava / Ghost"
"nm1320827","Randall Park","tt5095030","Ant-Man and the Wasp","Jimmy Woo"
"nm0000201","Michelle Pfeiffer","tt5095030","Ant-Man and the Wasp","Janet Van Dyne / Wasp"
"nm0000401","Laurence Fishburne","tt5095030","Ant-Man and the Wasp","Dr. Bill Foster"
"nm0488953","Brie Larson","tt4154664","Captain Marvel","Carol Danvers / Vers / Captain Marvel"
"nm0000168","Samuel L. Jackson","tt4154664","Captain Marvel","Nick Fury"
"nm0578853","Ben Mendelsohn","tt4154664","Captain Marvel","Talos / Keller"
"nm0000179","Jude Law","tt4154664","Captain Marvel","Yon-Rogg"
"nm0000906","Annette Bening","tt4154664","Captain Marvel","Supreme Intelligence / Dr. Wendy Lawson"
"nm4043618","Tom Holland","tt6320628","Spider-Man: Far From Home","Peter Parker / Spider-Man"
"nm0350453","Jake Gyllenhaal","tt6320628","Spider-Man: Far From Home","Quentin Beck / Mysterio"
"nm0000168","Samuel L. Jackson","tt6320628","Spider-Man: Far From Home","Nick Fury"
"nm0000673","Marisa Tomei","tt6320628","Spider-Man: Far From Home","May Parker"
"nm0000230","Sylvester Stallone","tt0075148","Rocky","Robert 'Rocky' Balboa"
"nm0001735","Talia Shire","tt0075148","Rocky","Adrianna 'Adrian' Pennino"
"nm0949350","Burt Young","tt0075148","Rocky","Paulie Pennino"
"nm0001835","Carl Weathers","tt0075148","Rocky","Apollo Creed"
"nm0000230","Sylvester Stallone","tt0079817","Rocky II","Robert 'Rocky' Balboa"
"nm0001735","Talia Shire","tt0079817","Rocky II","Adrianna 'Adrian' Balboa"
"nm0949350","Burt Young","tt0079817","Rocky II","Paulie Pennino"
"nm0001835","Carl Weathers","tt0079817","Rocky II","Apollo Creed"
"nm0580565","Burgess Meredith","tt0079817","Rocky II","Mickey Goldmill"
"nm0580565","Burgess Meredith","tt0075148","Rocky","Mickey Goldmill"
"nm0000230","Sylvester Stallone","tt0084602","Rocky III","Robert 'Rocky' Balboa"
"nm0001735","Talia Shire","tt0084602","Rocky III","Adrianna 'Adrian' Balboa"
"nm0949350","Burt Young","tt0084602","Rocky III","Paulie Pennino"
"nm0001835","Carl Weathers","tt0084602","Rocky III","Apollo Creed"
"nm0001558","Mr. T","tt0084602","Rocky III","Clubber Lang"
"nm0580565","Burgess Meredith","tt0084602","Rocky III","Mickey Goldmill"
"nm0001356","Hulk Hogan","tt0084602","Rocky III","Thunderlips"
"nm0000230","Sylvester Stallone","tt0089927","Rocky IV","Robert"
"nm0000185","Dolph Lundgren","tt0089927","Rocky IV","Ivan Drago"
"nm0001835","Carl Weathers","tt0089927","Rocky IV","Apollo Creed"
"nm0001735","Talia Shire","tt0089927","Rocky IV","Adrianna"
"nm0949350","Burt Young","tt0089927","Rocky IV","Paulie Pennino"
"nm0000230","Sylvester Stallone","tt0100507","Rocky V","Robert 'Rocky' Balboa"
"nm0001735","Talia Shire","tt0100507","Rocky V","Adrianna 'Adrian' Balboa"
"nm0949350","Burt Young","tt0100507","Rocky V","Paulie Pennino"
"nm0304579","Richard Gant","tt0100507","Rocky V","George Washington Duke"
"nm0580565","Burgess Meredith","tt0100507","Rocky V","Mickey Goldmill"
"nm0000230","Sylvester Stallone","tt0479143","Rocky Balboa","Robert 'Rocky' Balboa"
"nm0949350","Burt Young","tt0479143","Rocky Balboa","Paulie Pennino"
"nm1620989","Antonio Tarver","tt0479143","Rocky Balboa","Mason 'The Line' Dixon"
"nm0400625","Geraldine Hughes","tt0479143","Rocky Balboa","Marie"
"nm0893257","Milo Ventimiglia","tt0479143","Rocky Balboa","Robert 'Rocky' Balboa Jr."
"nm0000197","Jack Nicholson","tt0119822","As Good as It Gets","Melvin Udall"
"nm0000166","Helen Hunt","tt0119822","As Good as It Gets","Carol Connelly"
"nm0001427","Greg Kinnear","tt0119822","As Good as It Gets","Simon Bishop"
"nm0000421","Cuba Gooding Jr.","tt0119822","As Good as It Gets","Frank Sachs"
"nm0004309","Shirley Knight","tt0119822","As Good as It Gets","Beverly Connelly"
"nm0810379","Yeardley Smith","tt0119822","As Good as It Gets","Jackie Simpson"
"nm0000601","Harold Ramis","tt0119822","As Good as It Gets","Dr. Bettes"
"nm0000345","Billy Crystal","tt0098635","When Harry Met Sally...","Harry Burns"
"nm0000212","Meg Ryan","tt0098635","When Harry Met Sally...","Sally Albright"
"nm0000402","Carrie Fisher","tt0098635","When Harry Met Sally...","Marie"
"nm0456124","Bruno Kirby","tt0098635","When Harry Met Sally...","Jess"
"nm0285885","Steven Ford","tt0098635","When Harry Met Sally...","Joe"
"nm0000424","Hugh Grant","tt0314331","Love Actually","The Prime Minister"
"nm0000614","Alan Rickman","tt0314331","Love Actually","Harry"
"nm0000668","Emma Thompson","tt0314331","Love Actually","Karen"
"nm0000553","Liam Neeson","tt0314331","Love Actually","Daniel"
"nm0567356","Martine McCutcheon","tt0314331","Love Actually","Natalie"
"nm0000147","Colin Firth","tt0314331","Love Actually","Jamie Bennett"
"nm0631490","Bill Nighy","tt0314331","Love Actually","Billy Mack"
"nm0461136","Keira Knightley","tt0314331","Love Actually","Juliet"
"nm0293509","Martin Freeman","tt0314331","Love Actually","John"
"nm0136797","Steve Carell","tt1570728","Crazy, Stupid, Love.","Cal"
"nm0331516","Ryan Gosling","tt1570728","Crazy, Stupid, Love.","Jacob"
"nm0000194","Julianne Moore","tt1570728","Crazy, Stupid, Love.","Emily"
"nm1297015","Emma Stone","tt1570728","Crazy, Stupid, Love.","Hannah"
"nm3006818","Lio Tipton","tt1570728","Crazy, Stupid, Love.","Jessica"
"nm0000102","Kevin Bacon","tt1570728","Crazy, Stupid, Love.","David Lindhagen"
"nm0136797","Steve Carell","tt0405422","The 40 Year Old Virgin","Andy Stitzer"
"nm0001416","Catherine Keener","tt0405422","The 40 Year Old Virgin","Trish Piedmont"
"nm0748620","Paul Rudd","tt0405422","The 40 Year Old Virgin","David"
"nm0539082","Romany Malco","tt0405422","The 40 Year Old Virgin","Jay"
"nm0736622","Seth Rogen","tt0405422","The 40 Year Old Virgin","Cal"
"nm0006969","Elizabeth Banks","tt0405422","The 40 Year Old Virgin","Beth"
"nm0528331","Jane Lynch","tt0405422","The 40 Year Old Virgin","Paula"
"nm0993507","Kat Dennings","tt0405422","The 40 Year Old Virgin","Marla"
"nm0001191","Adam Sandler","tt0116483","Happy Gilmore","Happy Gilmore"
"nm0001520","Christopher McDonald","tt0116483","Happy Gilmore","Shooter McGavin"
"nm0100866","Julie Bowen","tt0116483","Happy Gilmore","Virginia Venit"
"nm0062844","Frances Bay","tt0116483","Happy Gilmore","Grandma"
"nm0054837","Bob Barker","tt0116483","Happy Gilmore","Bob Barker"
"nm0889522","Nia Vardalos","tt0259446","My Big Fat Greek Wedding","Fotoula"
"nm0179173","John Corbett","tt0259446","My Big Fat Greek Wedding","Ian Miller"
"nm0443577","Lainie Kazan","tt0259446","My Big Fat Greek Wedding","Maria Portokalos"
"nm0176073","Michael Constantine","tt0259446","My Big Fat Greek Wedding","Kostas"
"nm0551908","Andrea Martin","tt0259446","My Big Fat Greek Wedding","Aunt Voula"
"nm0000702","Reese Witherspoon","tt0250494","Legally Blonde","Elle Woods"
"nm0005561","Luke Wilson","tt0250494","Legally Blonde","Emmett"
"nm0004757","Selma Blair","tt0250494","Legally Blonde","Vivian"
"nm0205127","Matthew Davis","tt0250494","Legally Blonde","Warner Huntington III"
